,Year,Name,Category,Paid,ConstCode
0,2010,Nigel Mills,Accommodation,8452.0,E14000533
1,2010,Nigel Mills,Constituency Rental,7997.0,E14000533
2,2010,Nigel Mills,General Admin,5243.0,E14000533
3,2010,Nigel Mills,Staffing,3878.0,E14000533
4,2010,Nigel Mills,Travel,4269.0,E14000533
5,2011,Nigel Mills,Accommodation,8871.0,E14000533
6,2011,Nigel Mills,Constituency Rental,2340.0,E14000533
7,2011,Nigel Mills,General Admin,935.0,E14000533
8,2011,Nigel Mills,Office Costs,12015.0,E14000533
9,2011,Nigel Mills,Staffing,3960.0,E14000533
10,2011,Nigel Mills,Travel,4777.0,E14000533
11,2012,Nigel Mills,Accommodation,9457.0,E14000533
12,2012,Nigel Mills,Office Costs,12826.0,E14000533
13,2012,Nigel Mills,Staffing,3960.0,E14000533
14,2012,Nigel Mills,Travel,4939.0,E14000533
15,2013,Nigel Mills,Accommodation,11744.0,E14000533
16,2013,Nigel Mills,Office Costs,15142.0,E14000533
17,2013,Nigel Mills,Staffing,119707.0,E14000533
18,2013,Nigel Mills,Travel,4902.0,E14000533
19,2014,Nigel Mills,Accommodation,11025.0,E14000533
20,2014,Nigel Mills,Office Costs,12483.0,E14000533
21,2014,Nigel Mills,Staffing,110606.0,E14000533
22,2014,Nigel Mills,Travel,4620.0,E14000533
23,2015,Nigel Mills,Accommodation,6024.0,E14000533
24,2015,Nigel Mills,Office Costs,9421.0,E14000533
25,2015,Nigel Mills,Staffing,2977.0,E14000533
26,2015,Nigel Mills,Travel,3511.0,E14000533
27,2010,Gloria De Piero,Accommodation,16037.0,E14000535
28,2010,Gloria De Piero,Constituency Rental,9522.0,E14000535
29,2010,Gloria De Piero,General Admin,7632.0,E14000535
30,2010,Gloria De Piero,Staffing,404.0,E14000535
31,2010,Gloria De Piero,Travel,4552.0,E14000535
32,2011,Gloria De Piero,Accommodation,18121.0,E14000535
33,2011,Gloria De Piero,Constituency Rental,738.0,E14000535
34,2011,Gloria De Piero,General Admin,751.0,E14000535
35,2011,Gloria De Piero,Office Costs,12909.0,E14000535
36,2011,Gloria De Piero,Staffing,107.0,E14000535
37,2011,Gloria De Piero,Travel,4281.0,E14000535
38,2012,Gloria De Piero,Accommodation,19934.0,E14000535
39,2012,Gloria De Piero,Office Costs,13826.0,E14000535
40,2012,Gloria De Piero,Staffing,300.0,E14000535
41,2012,Gloria De Piero,Travel,3421.0,E14000535
42,2013,Gloria De Piero,Accommodation,19656.0,E14000535
43,2013,Gloria De Piero,Miscellaneous Expenses,0.0,E14000535
44,2013,Gloria De Piero,Office Costs,13940.0,E14000535
45,2013,Gloria De Piero,Staffing,103862.0,E14000535
46,2013,Gloria De Piero,Travel,4917.0,E14000535
47,2014,Gloria De Piero,Accommodation,18916.0,E14000535
48,2014,Gloria De Piero,Office Costs,14143.0,E14000535
49,2014,Gloria De Piero,Staffing,100336.0,E14000535
50,2014,Gloria De Piero,Travel,3845.0,E14000535
51,2015,Gloria De Piero,Accommodation,14159.0,E14000535
52,2015,Gloria De Piero,Office Costs,7903.0,E14000535
53,2015,Gloria De Piero,Staffing,3600.0,E14000535
54,2015,Gloria De Piero,Travel,1320.0,E14000535
55,2010,John Mann,Accommodation,6818.0,E14000546
56,2010,John Mann,Constituency Rental,8705.0,E14000546
57,2010,John Mann,General Admin,8428.0,E14000546
58,2010,John Mann,Travel,5098.0,E14000546
59,2011,John Mann,Accommodation,8280.0,E14000546
60,2011,John Mann,Constituency Rental,2074.0,E14000546
61,2011,John Mann,General Admin,1254.0,E14000546
62,2011,John Mann,Miscellaneous Expenses,334.0,E14000546
63,2011,John Mann,Office Costs,17938.0,E14000546
64,2011,John Mann,Travel,6397.0,E14000546
65,2012,John Mann,Accommodation,9000.0,E14000546
66,2012,John Mann,Office Costs,21968.0,E14000546
67,2012,John Mann,Travel,7947.0,E14000546
68,2013,John Mann,Accommodation,9750.0,E14000546
69,2013,John Mann,Office Costs,24820.0,E14000546
70,2013,John Mann,Staffing,126980.0,E14000546
71,2013,John Mann,Travel,8468.0,E14000546
72,2014,John Mann,Accommodation,10751.0,E14000546
73,2014,John Mann,Miscellaneous Expenses,60.0,E14000546
74,2014,John Mann,Office Costs,20667.0,E14000546
75,2014,John Mann,Staffing,138232.0,E14000546
76,2014,John Mann,Travel,7519.0,E14000546
77,2015,John Mann,Accommodation,6328.0,E14000546
78,2015,John Mann,Office Costs,11797.0,E14000546
79,2015,John Mann,Travel,3840.0,E14000546
80,2010,Dennis Skinner,Accommodation,4898.0,E14000577
81,2010,Dennis Skinner,General Admin,275.0,E14000577
82,2010,Dennis Skinner,Travel,4307.0,E14000577
83,2011,Dennis Skinner,Accommodation,5200.0,E14000577
84,2011,Dennis Skinner,General Admin,81.0,E14000577
85,2011,Dennis Skinner,Office Costs,719.0,E14000577
86,2011,Dennis Skinner,Travel,4839.0,E14000577
87,2012,Dennis Skinner,Accommodation,6950.0,E14000577
88,2012,Dennis Skinner,Office Costs,235.0,E14000577
89,2012,Dennis Skinner,Travel,5303.0,E14000577
90,2013,Dennis Skinner,Accommodation,6164.0,E14000577
91,2013,Dennis Skinner,Office Costs,893.0,E14000577
92,2013,Dennis Skinner,Staffing,55040.0,E14000577
93,2013,Dennis Skinner,Travel,5597.0,E14000577
94,2014,Dennis Skinner,Accommodation,4392.0,E14000577
95,2014,Dennis Skinner,Office Costs,494.0,E14000577
96,2014,Dennis Skinner,Staffing,57320.0,E14000577
97,2014,Dennis Skinner,Travel,5722.0,E14000577
98,2015,Dennis Skinner,Accommodation,2484.0,E14000577
99,2015,Dennis Skinner,Office Costs,271.0,E14000577
100,2015,Dennis Skinner,Travel,2961.0,E14000577
101,2010,Mark Simmonds,Accommodation,3824.0,E14000582
102,2010,Mark Simmonds,Constituency Rental,8589.0,E14000582
103,2010,Mark Simmonds,General Admin,8166.0,E14000582
104,2010,Mark Simmonds,Staffing,3878.0,E14000582
105,2010,Mark Simmonds,Travel,4395.0,E14000582
106,2011,Mark Simmonds,Accommodation,13871.0,E14000582
107,2011,Mark Simmonds,Constituency Rental,425.0,E14000582
108,2011,Mark Simmonds,General Admin,1986.0,E14000582
109,2011,Mark Simmonds,Office Costs,18779.0,E14000582
110,2011,Mark Simmonds,Travel,7719.0,E14000582
111,2012,Mark Simmonds,Accommodation,12504.0,E14000582
112,2012,Mark Simmonds,Office Costs,17577.0,E14000582
113,2012,Mark Simmonds,Staffing,5910.0,E14000582
114,2012,Mark Simmonds,Travel,6631.0,E14000582
115,2013,Mark Simmonds,Accommodation,11261.0,E14000582
116,2013,Mark Simmonds,Office Costs,21167.0,E14000582
117,2013,Mark Simmonds,Staffing,131344.0,E14000582
118,2013,Mark Simmonds,Travel,7490.0,E14000582
119,2014,Mark Simmonds,Accommodation,13775.0,E14000582
120,2014,Mark Simmonds,Miscellaneous Expenses,480.0,E14000582
121,2014,Mark Simmonds,Office Costs,20851.0,E14000582
122,2014,Mark Simmonds,Staffing,136657.0,E14000582
123,2014,Mark Simmonds,Travel,7964.0,E14000582
124,2015,Mark Simmonds,Office Costs,1918.0,E14000582
125,2015,Mark Simmonds,Winding Up,1482.0,E14000582
126,2015,Matt Warman,Office Costs,5286.0,E14000582
127,2015,Matt Warman,Staffing,2685.0,E14000582
128,2015,Matt Warman,Start Up,3032.0,E14000582
129,2015,Matt Warman,Travel,4114.0,E14000582
130,2010,David Tredinnick,Accommodation,15851.0,E14000583
131,2010,David Tredinnick,Constituency Rental,4517.0,E14000583
132,2010,David Tredinnick,General Admin,7439.0,E14000583
133,2010,David Tredinnick,Miscellaneous Expenses,1404.0,E14000583
134,2010,David Tredinnick,Office Costs,92.0,E14000583
135,2010,David Tredinnick,Staffing,11980.0,E14000583
136,2010,David Tredinnick,Travel,2719.0,E14000583
137,2011,David Tredinnick,Accommodation,18981.0,E14000583
138,2011,David Tredinnick,Constituency Rental,1075.0,E14000583
139,2011,David Tredinnick,General Admin,1535.0,E14000583
140,2011,David Tredinnick,Office Costs,14273.0,E14000583
141,2011,David Tredinnick,Staffing,10897.0,E14000583
142,2011,David Tredinnick,Travel,2275.0,E14000583
143,2012,David Tredinnick,Accommodation,19980.0,E14000583
144,2012,David Tredinnick,Office Costs,15120.0,E14000583
145,2012,David Tredinnick,Staffing,8794.0,E14000583
146,2012,David Tredinnick,Travel,2927.0,E14000583
147,2013,David Tredinnick,Accommodation,20083.0,E14000583
148,2013,David Tredinnick,Office Costs,16094.0,E14000583
149,2013,David Tredinnick,Staffing,127285.0,E14000583
150,2013,David Tredinnick,Travel,2825.0,E14000583
151,2014,David Tredinnick,Accommodation,20565.0,E14000583
152,2014,David Tredinnick,Office Costs,13138.0,E14000583
153,2014,David Tredinnick,Staffing,137007.0,E14000583
154,2014,David Tredinnick,Travel,3785.0,E14000583
155,2015,David Tredinnick,Accommodation,12005.0,E14000583
156,2015,David Tredinnick,Office Costs,10273.0,E14000583
157,2015,David Tredinnick,Travel,1220.0,E14000583
158,2010,Anna Soubry,Accommodation,10229.0,E14000607
159,2010,Anna Soubry,Constituency Rental,10025.0,E14000607
160,2010,Anna Soubry,General Admin,13989.0,E14000607
161,2010,Anna Soubry,Staffing,4435.0,E14000607
162,2010,Anna Soubry,Travel,4914.0,E14000607
163,2011,Anna Soubry,Accommodation,16892.0,E14000607
164,2011,Anna Soubry,Constituency Rental,178.0,E14000607
165,2011,Anna Soubry,General Admin,513.0,E14000607
166,2011,Anna Soubry,Office Costs,17174.0,E14000607
167,2011,Anna Soubry,Staffing,3960.0,E14000607
168,2011,Anna Soubry,Travel,5970.0,E14000607
169,2012,Anna Soubry,Accommodation,20020.0,E14000607
170,2012,Anna Soubry,Miscellaneous Expenses,507.0,E14000607
171,2012,Anna Soubry,Office Costs,24336.0,E14000607
172,2012,Anna Soubry,Staffing,660.0,E14000607
173,2012,Anna Soubry,Travel,4828.0,E14000607
174,2013,Anna Soubry,Accommodation,20020.0,E14000607
175,2013,Anna Soubry,Office Costs,21753.0,E14000607
176,2013,Anna Soubry,Staffing,134683.0,E14000607
177,2013,Anna Soubry,Travel,5197.0,E14000607
178,2014,Anna Soubry,Accommodation,20537.0,E14000607
179,2014,Anna Soubry,Office Costs,21692.0,E14000607
180,2014,Anna Soubry,Staffing,133503.0,E14000607
181,2014,Anna Soubry,Travel,5340.0,E14000607
182,2015,Anna Soubry,Accommodation,14249.0,E14000607
183,2015,Anna Soubry,Office Costs,14247.0,E14000607
184,2015,Anna Soubry,Staffing,952.0,E14000607
185,2015,Anna Soubry,Travel,3886.0,E14000607
186,2010,Stephen Dorrell,Accommodation,15780.0,E14000625
187,2010,Stephen Dorrell,General Admin,2497.0,E14000625
188,2010,Stephen Dorrell,Travel,2508.0,E14000625
189,2011,Stephen Dorrell,Accommodation,19900.0,E14000625
190,2011,Stephen Dorrell,Office Costs,9124.0,E14000625
191,2011,Stephen Dorrell,Staffing,3960.0,E14000625
192,2011,Stephen Dorrell,Travel,3893.0,E14000625
193,2012,Stephen Dorrell,Accommodation,19854.0,E14000625
194,2012,Stephen Dorrell,Office Costs,5869.0,E14000625
195,2012,Stephen Dorrell,Staffing,3960.0,E14000625
196,2012,Stephen Dorrell,Travel,792.0,E14000625
197,2013,Stephen Dorrell,Accommodation,20082.0,E14000625
198,2013,Stephen Dorrell,Office Costs,7512.0,E14000625
199,2013,Stephen Dorrell,Staffing,99405.0,E14000625
200,2013,Stephen Dorrell,Travel,2674.0,E14000625
201,2014,Stephen Dorrell,Accommodation,19577.0,E14000625
202,2014,Stephen Dorrell,Office Costs,3062.0,E14000625
203,2014,Stephen Dorrell,Staffing,90295.0,E14000625
204,2014,Stephen Dorrell,Travel,664.0,E14000625
205,2015,Edward Argar,Accommodation,9762.0,E14000625
206,2015,Edward Argar,Office Costs,1416.0,E14000625
207,2015,Edward Argar,Staffing,3263.0,E14000625
208,2015,Stephen Dorrell,Accommodation,4350.0,E14000625
209,2015,Stephen Dorrell,Office Costs,1800.0,E14000625
210,2010,Toby Perkins,Accommodation,18592.0,E14000632
211,2010,Toby Perkins,Constituency Rental,6840.0,E14000632
212,2010,Toby Perkins,General Admin,9418.0,E14000632
213,2010,Toby Perkins,Travel,5182.0,E14000632
214,2011,Toby Perkins,Accommodation,17012.0,E14000632
215,2011,Toby Perkins,Constituency Rental,16.0,E14000632
216,2011,Toby Perkins,General Admin,228.0,E14000632
217,2011,Toby Perkins,Miscellaneous Expenses,266.0,E14000632
218,2011,Toby Perkins,Office Costs,15347.0,E14000632
219,2011,Toby Perkins,Travel,8939.0,E14000632
220,2012,Toby Perkins,Accommodation,19962.0,E14000632
221,2012,Toby Perkins,Office Costs,13954.0,E14000632
222,2012,Toby Perkins,Staffing,825.0,E14000632
223,2012,Toby Perkins,Travel,10062.0,E14000632
224,2013,Toby Perkins,Accommodation,21374.0,E14000632
225,2013,Toby Perkins,Miscellaneous Expenses,0.0,E14000632
226,2013,Toby Perkins,Office Costs,18557.0,E14000632
227,2013,Toby Perkins,Staffing,123642.0,E14000632
228,2013,Toby Perkins,Travel,9427.0,E14000632
229,2014,Toby Perkins,Accommodation,20752.0,E14000632
230,2014,Toby Perkins,Office Costs,18726.0,E14000632
231,2014,Toby Perkins,Staffing,137005.0,E14000632
232,2014,Toby Perkins,Travel,8818.0,E14000632
233,2015,Toby Perkins,Accommodation,14034.0,E14000632
234,2015,Toby Perkins,Office Costs,9431.0,E14000632
235,2015,Toby Perkins,Staffing,393.0,E14000632
236,2015,Toby Perkins,Travel,3319.0,E14000632
237,2010,Louise Mensch,Accommodation,16246.0,E14000648
238,2010,Louise Mensch,Constituency Rental,825.0,E14000648
239,2010,Louise Mensch,General Admin,3749.0,E14000648
240,2010,Louise Mensch,Staffing,3878.0,E14000648
241,2010,Louise Mensch,Travel,5627.0,E14000648
242,2011,Louise Mensch,Accommodation,17219.0,E14000648
243,2011,Louise Mensch,Constituency Rental,50.0,E14000648
244,2011,Louise Mensch,General Admin,986.0,E14000648
245,2011,Louise Mensch,Office Costs,9830.0,E14000648
246,2011,Louise Mensch,Staffing,4004.0,E14000648
247,2011,Louise Mensch,Travel,5390.0,E14000648
248,2012,Andy Sawford,Accommodation,9768.0,E14000648
249,2012,Andy Sawford,Office Costs,9210.0,E14000648
250,2012,Andy Sawford,Staffing,1600.0,E14000648
251,2012,Andy Sawford,Start Up,3000.0,E14000648
252,2012,Andy Sawford,Travel,2824.0,E14000648
253,2012,Louise Mensch,Accommodation,6999.0,E14000648
254,2012,Louise Mensch,Office Costs,3990.0,E14000648
255,2012,Louise Mensch,Staffing,3960.0,E14000648
256,2012,Louise Mensch,Travel,1924.0,E14000648
257,2013,Andy Sawford,Accommodation,20370.0,E14000648
258,2013,Andy Sawford,Office Costs,21201.0,E14000648
259,2013,Andy Sawford,Staffing,126394.0,E14000648
260,2013,Andy Sawford,Start Up,2938.0,E14000648
261,2013,Andy Sawford,Travel,7459.0,E14000648
262,2013,Louise Mensch,Staffing,0.0,E14000648
263,2014,Andy Sawford,Accommodation,20702.0,E14000648
264,2014,Andy Sawford,Office Costs,19736.0,E14000648
265,2014,Andy Sawford,Staffing,136270.0,E14000648
266,2014,Andy Sawford,Travel,6364.0,E14000648
267,2015,Andy Sawford,Accommodation,3235.0,E14000648
268,2015,Andy Sawford,Miscellaneous Expenses,3491.0,E14000648
269,2015,Andy Sawford,Office Costs,862.0,E14000648
270,2015,Andy Sawford,Travel,544.0,E14000648
271,2015,Andy Sawford,Winding Up,1692.0,E14000648
272,2015,Tom Pursglove,Accommodation,13551.0,E14000648
273,2015,Tom Pursglove,Office Costs,2627.0,E14000648
274,2015,Tom Pursglove,Staffing,3342.0,E14000648
275,2015,Tom Pursglove,Start Up,44.0,E14000648
276,2015,Tom Pursglove,Travel,3134.0,E14000648
277,2010,Chris Heaton-Harris,Accommodation,13672.0,E14000660
278,2010,Chris Heaton-Harris,Constituency Rental,2650.0,E14000660
279,2010,Chris Heaton-Harris,General Admin,5936.0,E14000660
280,2010,Chris Heaton-Harris,Staffing,5828.0,E14000660
281,2010,Chris Heaton-Harris,Travel,2196.0,E14000660
282,2011,Chris Heaton-Harris,Accommodation,23948.0,E14000660
283,2011,Chris Heaton-Harris,Constituency Rental,9.0,E14000660
284,2011,Chris Heaton-Harris,General Admin,832.0,E14000660
285,2011,Chris Heaton-Harris,Office Costs,6423.0,E14000660
286,2011,Chris Heaton-Harris,Staffing,6650.0,E14000660
287,2011,Chris Heaton-Harris,Travel,2907.0,E14000660
288,2012,Chris Heaton-Harris,Accommodation,24018.0,E14000660
289,2012,Chris Heaton-Harris,Office Costs,7630.0,E14000660
290,2012,Chris Heaton-Harris,Staffing,5910.0,E14000660
291,2012,Chris Heaton-Harris,Travel,3039.0,E14000660
292,2013,Chris Heaton-Harris,Accommodation,21290.0,E14000660
293,2013,Chris Heaton-Harris,Office Costs,9595.0,E14000660
294,2013,Chris Heaton-Harris,Staffing,94836.0,E14000660
295,2013,Chris Heaton-Harris,Travel,4532.0,E14000660
296,2014,Chris Heaton-Harris,Accommodation,13846.0,E14000660
297,2014,Chris Heaton-Harris,Office Costs,12671.0,E14000660
298,2014,Chris Heaton-Harris,Staffing,114914.0,E14000660
299,2014,Chris Heaton-Harris,Travel,4819.0,E14000660
300,2015,Chris Heaton-Harris,Accommodation,13493.0,E14000660
301,2015,Chris Heaton-Harris,Office Costs,5169.0,E14000660
302,2015,Chris Heaton-Harris,Staffing,5538.0,E14000660
303,2015,Chris Heaton-Harris,Travel,2627.0,E14000660
304,2010,Chris Williamson,Accommodation,17478.0,E14000662
305,2010,Chris Williamson,Constituency Rental,4493.0,E14000662
306,2010,Chris Williamson,General Admin,28382.0,E14000662
307,2010,Chris Williamson,Office Costs,89.0,E14000662
308,2010,Chris Williamson,Staffing,4488.0,E14000662
309,2010,Chris Williamson,Travel,7940.0,E14000662
310,2011,Chris Williamson,Accommodation,21151.0,E14000662
311,2011,Chris Williamson,Constituency Rental,277.0,E14000662
312,2011,Chris Williamson,General Admin,2351.0,E14000662
313,2011,Chris Williamson,Office Costs,23499.0,E14000662
314,2011,Chris Williamson,Staffing,4961.0,E14000662
315,2011,Chris Williamson,Travel,10618.0,E14000662
316,2012,Chris Williamson,Accommodation,22345.0,E14000662
317,2012,Chris Williamson,Office Costs,22323.0,E14000662
318,2012,Chris Williamson,Staffing,599.0,E14000662
319,2012,Chris Williamson,Travel,13208.0,E14000662
320,2013,Chris Williamson,Accommodation,19437.0,E14000662
321,2013,Chris Williamson,Office Costs,22636.0,E14000662
322,2013,Chris Williamson,Staffing,136883.0,E14000662
323,2013,Chris Williamson,Travel,11127.0,E14000662
324,2014,Chris Williamson,Accommodation,18090.0,E14000662
325,2014,Chris Williamson,Office Costs,20703.0,E14000662
326,2014,Chris Williamson,Staffing,138390.0,E14000662
327,2014,Chris Williamson,Travel,12176.0,E14000662
328,2015,Amanda Solloway,Accommodation,10387.0,E14000662
329,2015,Amanda Solloway,Office Costs,4368.0,E14000662
330,2015,Amanda Solloway,Staffing,3475.0,E14000662
331,2015,Amanda Solloway,Start Up,1181.0,E14000662
332,2015,Amanda Solloway,Travel,1604.0,E14000662
333,2015,Chris Williamson,Accommodation,4531.0,E14000662
334,2015,Chris Williamson,Miscellaneous Expenses,219.0,E14000662
335,2015,Chris Williamson,Office Costs,868.0,E14000662
336,2015,Chris Williamson,Winding Up,6460.0,E14000662
337,2010,Margaret Beckett,Accommodation,6220.0,E14000663
338,2010,Margaret Beckett,General Admin,5876.0,E14000663
339,2010,Margaret Beckett,Travel,5460.0,E14000663
340,2011,Margaret Beckett,Accommodation,5982.0,E14000663
341,2011,Margaret Beckett,Constituency Rental,187.0,E14000663
342,2011,Margaret Beckett,General Admin,1157.0,E14000663
343,2011,Margaret Beckett,Office Costs,5022.0,E14000663
344,2011,Margaret Beckett,Travel,7070.0,E14000663
345,2012,Margaret Beckett,Accommodation,7713.0,E14000663
346,2012,Margaret Beckett,Office Costs,6183.0,E14000663
347,2012,Margaret Beckett,Travel,5740.0,E14000663
348,2013,Margaret Beckett,Accommodation,8889.0,E14000663
349,2013,Margaret Beckett,Office Costs,8352.0,E14000663
350,2013,Margaret Beckett,Staffing,121841.0,E14000663
351,2013,Margaret Beckett,Travel,5088.0,E14000663
352,2014,Margaret Beckett,Accommodation,8892.0,E14000663
353,2014,Margaret Beckett,Office Costs,7869.0,E14000663
354,2014,Margaret Beckett,Staffing,123560.0,E14000663
355,2014,Margaret Beckett,Travel,5194.0,E14000663
356,2015,Margaret Beckett,Accommodation,4702.0,E14000663
357,2015,Margaret Beckett,Office Costs,3650.0,E14000663
358,2015,Margaret Beckett,Travel,2027.0,E14000663
359,2010,Patrick McLoughlin,Accommodation,6943.0,E14000664
360,2010,Patrick McLoughlin,Constituency Rental,392.0,E14000664
361,2010,Patrick McLoughlin,General Admin,6544.0,E14000664
362,2010,Patrick McLoughlin,Staffing,2409.0,E14000664
363,2010,Patrick McLoughlin,Travel,9783.0,E14000664
364,2011,Patrick McLoughlin,Accommodation,7377.0,E14000664
365,2011,Patrick McLoughlin,Constituency Rental,38.0,E14000664
366,2011,Patrick McLoughlin,General Admin,1583.0,E14000664
367,2011,Patrick McLoughlin,Office Costs,14321.0,E14000664
368,2011,Patrick McLoughlin,Travel,13356.0,E14000664
369,2012,Patrick McLoughlin,Accommodation,8576.0,E14000664
370,2012,Patrick McLoughlin,Miscellaneous Expenses,6136.0,E14000664
371,2012,Patrick McLoughlin,Office Costs,18002.0,E14000664
372,2012,Patrick McLoughlin,Staffing,30.0,E14000664
373,2012,Patrick McLoughlin,Travel,11829.0,E14000664
374,2013,Patrick McLoughlin,Accommodation,6175.0,E14000664
375,2013,Patrick McLoughlin,Miscellaneous Expenses,3775.0,E14000664
376,2013,Patrick McLoughlin,Office Costs,13530.0,E14000664
377,2013,Patrick McLoughlin,Staffing,113893.0,E14000664
378,2013,Patrick McLoughlin,Travel,9994.0,E14000664
379,2014,Patrick McLoughlin,Accommodation,6618.0,E14000664
380,2014,Patrick McLoughlin,Miscellaneous Expenses,750.0,E14000664
381,2014,Patrick McLoughlin,Office Costs,15103.0,E14000664
382,2014,Patrick McLoughlin,Staffing,117969.0,E14000664
383,2014,Patrick McLoughlin,Travel,9221.0,E14000664
384,2015,Patrick McLoughlin,Accommodation,4113.0,E14000664
385,2015,Patrick McLoughlin,Office Costs,9394.0,E14000664
386,2015,Patrick McLoughlin,Staffing,3023.0,E14000664
387,2015,Patrick McLoughlin,Travel,3277.0,E14000664
388,2010,Jessica Lee,Accommodation,18855.0,E14000695
389,2010,Jessica Lee,Constituency Rental,3392.0,E14000695
390,2010,Jessica Lee,General Admin,7491.0,E14000695
391,2010,Jessica Lee,Office Costs,3793.0,E14000695
392,2010,Jessica Lee,Staffing,3878.0,E14000695
393,2010,Jessica Lee,Travel,4373.0,E14000695
394,2011,Jessica Lee,Accommodation,19167.0,E14000695
395,2011,Jessica Lee,General Admin,715.0,E14000695
396,2011,Jessica Lee,Office Costs,9094.0,E14000695
397,2011,Jessica Lee,Staffing,3960.0,E14000695
398,2011,Jessica Lee,Travel,4086.0,E14000695
399,2012,Jessica Lee,Accommodation,21380.0,E14000695
400,2012,Jessica Lee,Office Costs,14929.0,E14000695
401,2012,Jessica Lee,Staffing,4120.0,E14000695
402,2012,Jessica Lee,Travel,2583.0,E14000695
403,2013,Jessica Lee,Accommodation,18222.0,E14000695
404,2013,Jessica Lee,Office Costs,15067.0,E14000695
405,2013,Jessica Lee,Staffing,117982.0,E14000695
406,2013,Jessica Lee,Travel,3576.0,E14000695
407,2014,Jessica Lee,Accommodation,16896.0,E14000695
408,2014,Jessica Lee,Office Costs,13766.0,E14000695
409,2014,Jessica Lee,Staffing,111910.0,E14000695
410,2014,Jessica Lee,Travel,4099.0,E14000695
411,2015,Jessica Lee,Accommodation,2818.0,E14000695
412,2015,Jessica Lee,Miscellaneous Expenses,2773.0,E14000695
413,2015,Jessica Lee,Office Costs,2628.0,E14000695
414,2015,Jessica Lee,Winding Up,6652.0,E14000695
415,2015,Maggie Throup,Accommodation,10459.0,E14000695
416,2015,Maggie Throup,Office Costs,6087.0,E14000695
417,2015,Maggie Throup,Start Up,26.0,E14000695
418,2015,Maggie Throup,Travel,3071.0,E14000695
419,2010,Edward Leigh,Accommodation,2907.0,E14000707
420,2010,Edward Leigh,Constituency Rental,963.0,E14000707
421,2010,Edward Leigh,General Admin,3494.0,E14000707
422,2010,Edward Leigh,Staffing,657.0,E14000707
423,2010,Edward Leigh,Travel,6498.0,E14000707
424,2011,Edward Leigh,Accommodation,6553.0,E14000707
425,2011,Edward Leigh,General Admin,205.0,E14000707
426,2011,Edward Leigh,Office Costs,8216.0,E14000707
427,2011,Edward Leigh,Staffing,5575.0,E14000707
428,2011,Edward Leigh,Travel,8388.0,E14000707
429,2012,Edward Leigh,Accommodation,4580.0,E14000707
430,2012,Edward Leigh,Office Costs,10492.0,E14000707
431,2012,Edward Leigh,Staffing,860.0,E14000707
432,2012,Edward Leigh,Travel,7013.0,E14000707
433,2013,Edward Leigh,Accommodation,6138.0,E14000707
434,2013,Edward Leigh,Office Costs,4945.0,E14000707
435,2013,Edward Leigh,Staffing,116793.0,E14000707
436,2013,Edward Leigh,Travel,7014.0,E14000707
437,2014,Edward Leigh,Accommodation,207.0,E14000707
438,2014,Edward Leigh,Office Costs,3664.0,E14000707
439,2014,Edward Leigh,Staffing,122662.0,E14000707
440,2014,Edward Leigh,Travel,6563.0,E14000707
441,2015,Edward Leigh,Accommodation,2809.0,E14000707
442,2015,Edward Leigh,Office Costs,3260.0,E14000707
443,2015,Edward Leigh,Staffing,2977.0,E14000707
444,2015,Edward Leigh,Travel,2199.0,E14000707
445,2010,Vernon Coaker,Constituency Rental,8929.0,E14000710
446,2010,Vernon Coaker,General Admin,6656.0,E14000710
447,2010,Vernon Coaker,Office Costs,0.0,E14000710
448,2010,Vernon Coaker,Travel,5257.0,E14000710
449,2011,Vernon Coaker,Constituency Rental,1892.0,E14000710
450,2011,Vernon Coaker,General Admin,2101.0,E14000710
451,2011,Vernon Coaker,Miscellaneous Expenses,123.0,E14000710
452,2011,Vernon Coaker,Office Costs,13453.0,E14000710
453,2011,Vernon Coaker,Staffing,611.0,E14000710
454,2011,Vernon Coaker,Travel,6502.0,E14000710
455,2012,Vernon Coaker,Office Costs,22303.0,E14000710
456,2012,Vernon Coaker,Travel,5240.0,E14000710
457,2013,Vernon Coaker,Office Costs,22197.0,E14000710
458,2013,Vernon Coaker,Staffing,117435.0,E14000710
459,2013,Vernon Coaker,Travel,5959.0,E14000710
460,2014,Vernon Coaker,Office Costs,19074.0,E14000710
461,2014,Vernon Coaker,Staffing,130633.0,E14000710
462,2014,Vernon Coaker,Travel,6018.0,E14000710
463,2015,Vernon Coaker,Miscellaneous Expenses,690.0,E14000710
464,2015,Vernon Coaker,Office Costs,11542.0,E14000710
465,2015,Vernon Coaker,Staffing,4800.0,E14000710
466,2015,Vernon Coaker,Travel,1767.0,E14000710
467,2010,Nick Boles,Accommodation,8343.0,E14000714
468,2010,Nick Boles,Constituency Rental,685.0,E14000714
469,2010,Nick Boles,General Admin,10115.0,E14000714
470,2010,Nick Boles,Miscellaneous Expenses,35.0,E14000714
471,2010,Nick Boles,Office Costs,275.0,E14000714
472,2010,Nick Boles,Travel,4390.0,E14000714
473,2011,Nick Boles,Accommodation,9792.0,E14000714
474,2011,Nick Boles,Constituency Rental,360.0,E14000714
475,2011,Nick Boles,General Admin,107.0,E14000714
476,2011,Nick Boles,Miscellaneous Expenses,18.0,E14000714
477,2011,Nick Boles,Office Costs,7779.0,E14000714
478,2011,Nick Boles,Travel,4755.0,E14000714
479,2012,Nick Boles,Accommodation,10011.0,E14000714
